
=======================================================
  CHAPTER 1  (47 verses)
=======================================================
  1.001 CACHED (27 fields)
  1.002 CACHED (27 fields)
  1.003 CACHED (27 fields)
  1.004 CACHED (27 fields)
  1.005 CACHED (27 fields)
  1.006 CACHED (27 fields)
  1.007 CACHED (27 fields)
  1.008 CACHED (27 fields)
  1.009 CACHED (27 fields)
  1.010 CACHED (27 fields)
  1.011 CACHED (27 fields)
  1.012 CACHED (27 fields)
  1.013 CACHED (27 fields)
  1.014 CACHED (27 fields)
  1.015 CACHED (27 fields)
  1.016 CACHED (27 fields)
  1.017 CACHED (27 fields)
  1.018 CACHED (27 fields)
  1.019 CACHED (27 fields)
  1.020 CACHED (27 fields)
  1.021 CACHED (27 fields)
  1.022 CACHED (27 fields)
  1.023 CACHED (27 fields)
  1.024 CACHED (27 fields)
  1.025 CACHED (27 fields)
  1.026 CACHED (27 fields)
  1.027 CACHED (27 fields)
  1.028 CACHED (27 fields)
  1.029 CACHED (27 fields)
  1.030 CACHED (27 fields)
  1.031 CACHED (27 fields)
  1.032 CACHED (27 fields)
  1.033 CACHED (27 fields)
  1.034 CACHED (27 fields)
  1.035 CACHED (27 fields)
  1.036 CACHED (27 fields)
  1.037 CACHED (27 fields)
  1.038 CACHED (27 fields)
  1.039 CACHED (27 fields)
  1.040 CACHED (27 fields)
  1.041 CACHED (27 fields)
  1.042 CACHED (27 fields)
  1.043 CACHED (27 fields)
  1.044 CACHED (27 fields)
  1.045 CACHED (27 fields)
  1.046 CACHED (27 fields)
  1.047 CACHED (27 fields)

  Chapter 1: 47 verses, 1269 field-texts
  17.019 ... 27 fields → verse_019.json
  17.020 ... 27 fields → verse_020.json
  17.021 ... 27 fields → verse_021.json
  17.022 ... 27 fields → verse_022.json
  17.023 ... 27 fields → verse_023.json
  17.024 ... 27 fields → verse_024.json
  17.025 ... 27 fields → verse_025.json
  17.026 ... 27 fields → verse_026.json
  17.027 ... 27 fields → verse_027.json
  17.028 ... 27 fields → verse_028.json

  Chapter 17: 28 verses, 756 field-texts

=======================================================
  CHAPTER 18  (78 verses)
=======================================================
  18.001 ... 27 fields → verse_001.json
  18.002 ... 27 fields → verse_002.json
  18.003 ... 27 fields → verse_003.json
  18.004 ... 27 fields → verse_004.json
  18.005 ... 27 fields → verse_005.json
  18.006 ... 27 fields → verse_006.json
  18.007 ... 27 fields → verse_007.json
  18.008 ... 27 fields → verse_008.json
  18.009 ... 27 fields → verse_009.json
  18.010 ... 27 fields → verse_010.json
  18.011 ... 27 fields → verse_011.json
  18.012 ... 27 fields → verse_012.json
  18.013 ... 27 fields → verse_013.json
  18.014 ... 27 fields → verse_014.json
  18.015 ... 27 fields → verse_015.json
  18.016 ... 27 fields → verse_016.json
  18.017 ... 27 fields → verse_017.json
  18.018 ... 27 fields → verse_018.json
  18.019 ... 27 fields → verse_019.json
  18.020 ... 27 fields → verse_020.json
  18.021 ... 27 fields → verse_021.json
  18.022 ... 27 fields → verse_022.json
  18.023 ... 27 fields → verse_023.json
  18.024 ... 27 fields → verse_024.json
  18.025 ... 27 fields → verse_025.json
  18.026 ... 27 fields → verse_026.json
  18.027 ... 27 fields → verse_027.json
  18.028 ... 27 fields → verse_028.json
  18.029 ... 27 fields → verse_029.json
  18.030 ... 27 fields → verse_030.json
  18.031 ... 27 fields → verse_031.json
  18.032 ... 27 fields → verse_032.json
  18.033 ... 27 fields → verse_033.json
  18.034 ... 27 fields → verse_034.json
  18.035 ... 27 fields → verse_035.json
  18.036 ... 27 fields → verse_036.json
  18.037 ... 27 fields → verse_037.json
  18.038 ... 27 fields → verse_038.json
  18.039 ... 27 fields → verse_039.json
  18.040 ... 27 fields → verse_040.json
  18.041 ... 27 fields → verse_041.json
  18.042 ... 27 fields → verse_042.json
  18.043 ... 27 fields → verse_043.json
  18.044 ... 27 fields → verse_044.json
  18.045 ... 27 fields → verse_045.json
  18.046 ... 27 fields → verse_046.json
  18.047 ... 27 fields → verse_047.json
  18.048 ... 27 fields → verse_048.json
  18.049 ... 27 fields → verse_049.json
  18.050 ... 27 fields → verse_050.json
  18.051 ... 27 fields → verse_051.json
  18.052 ... 27 fields → verse_052.json
  18.053 ... 27 fields → verse_053.json
  18.054 ... 27 fields → verse_054.json
  18.055 ... 27 fields → verse_055.json
  18.056 ... 27 fields → verse_056.json
  18.057 ... 27 fields → verse_057.json
  18.058 ... 27 fields → verse_058.json
  18.059 ... 27 fields → verse_059.json
  18.060 ... 27 fields → verse_060.json
  18.061 ... 27 fields → verse_061.json
  18.062 ... 27 fields → verse_062.json
  18.063 ... 27 fields → verse_063.json
  18.064 ... 27 fields → verse_064.json
  18.065 ... 27 fields → verse_065.json
  18.066 ... 27 fields → verse_066.json
  18.067 ... 27 fields → verse_067.json
  18.068 ... 27 fields → verse_068.json
  18.069 ... 27 fields → verse_069.json
  18.070 ... 27 fields → verse_070.json
  18.071 ... 27 fields → verse_071.json
  18.072 ... 27 fields → verse_072.json
  18.073 ... 27 fields → verse_073.json
  18.074 ... 27 fields → verse_074.json
  18.075 ... 27 fields → verse_075.json
  18.076 ... 27 fields → verse_076.json
  18.077 ... 27 fields → verse_077.json
  18.078 ... 27 fields → verse_078.json

  Chapter 18: 78 verses, 2106 field-texts

=======================================================
  TOTAL: 700 verses, 18870 field-texts
=======================================================
